midfielder,defender,overall,weak_foot,skill_moves,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
0,1,82,3,3,68,44,83,68,38,67,66,60,67,73,49,65,57,73,46,64,81,75,86,50,81,77,45,57,49,78,79,83,82
0,0,82,4,4,78,78,74,78,79,84,79,72,74,85,77,83,69,78,66,84,67,78,84,75,84,44,83,77,77,81,43,48,39
1,0,82,3,4,77,77,59,82,65,82,67,71,80,84,85,77,85,81,85,78,61,82,74,76,72,42,81,80,79,82,49,43,38
0,1,82,3,3,90,60,80,78,64,80,85,88,77,77,71,68,62,83,58,95,79,83,74,86,86,82,78,77,80,90,82,83,81
0,0,82,4,4,64,83,67,79,78,81,75,78,66,85,75,77,71,68,50,86,74,66,83,77,70,30,78,74,91,81,10,22,20
1,0,82,3,5,76,79,53,81,68,87,82,72,73,88,85,82,85,77,84,77,68,78,76,78,58,51,77,82,80,84,45,44,42
1,0,82,3,4,73,76,56,77,82,87,52,73,75,85,93,91,90,79,83,83,62,85,67,83,56,49,74,79,72,82,38,53,40
0,0,82,5,4,78,78,55,80,70,84,81,57,71,85,78,73,81,81,82,77,66,70,47,79,56,49,82,78,66,77,49,32,31
0,0,82,3,2,66,82,93,78,84,66,63,69,66,77,54,58,58,83,60,84,81,84,84,69,54,40,86,69,67,80,58,43,37
0,0,82,3,5,75,80,51,74,83,84,85,63,57,86,86,87,86,72,82,74,59,73,56,79,54,36,82,73,67,72,59,30,25
1,0,82,4,3,71,71,63,83,64,78,79,64,79,82,73,67,78,85,78,78,61,86,70,69,89,89,75,79,74,83,82,84,79
1,0,82,3,3,74,56,72,82,52,80,66,39,71,79,79,85,79,80,61,71,84,87,75,58,77,78,76,73,53,76,83,82,84
0,1,82,3,2,17,42,80,70,39,64,39,19,74,62,44,63,32,75,31,50,50,77,94,30,83,80,49,64,72,74,84,85,85
0,0,82,4,3,74,84,71,75,80,80,78,54,66,82,90,90,81,81,72,84,81,80,76,74,72,39,85,73,69,80,32,29,21
1,0,82,3,4,74,77,67,80,75,82,79,68,63,84,82,79,86,83,84,81,70,89,62,78,74,54,84,81,74,82,63,57,49
0,0,82,3,3,68,85,78,67,81,74,65,57,48,74,87,88,72,83,75,85,78,79,68,64,87,49,86,72,83,81,56,50,53
0,0,82,4,3,44,87,83,70,77,77,48,62,43,81,70,72,64,76,60,86,79,70,94,64,72,20,86,56,70,78,52,24,22
0,0,82,4,4,79,83,64,78,77,88,82,72,68,84,88,90,78,83,83,79,61,82,67,81,58,58,84,76,78,85,63,54,45
0,1,82,3,2,40,56,83,67,63,60,72,58,58,64,68,74,61,78,63,74,91,76,79,61,86,82,58,50,62,70,77,85,84
1,0,82,4,2,61,53,70,82,57,77,54,57,78,76,80,81,72,80,80,60,43,93,68,59,75,82,58,77,77,81,83,86,80
0,0,81,4,4,56,82,82,72,69,82,76,33,73,82,81,81,86,78,73,79,88,78,84,69,84,31,82,76,66,77,56,22,25
1,0,81,3,4,68,74,59,84,68,84,78,64,79,84,78,79,81,79,82,64,62,79,61,71,70,68,76,84,63,82,69,64,63
1,0,81,3,4,67,59,56,84,59,88,67,58,79,86,84,76,83,84,86,80,63,80,78,65,81,75,70,83,60,87,68,74,69
1,0,81,3,3,67,77,66,83,78,78,77,62,75,84,67,74,72,82,68,82,70,89,77,78,74,74,85,81,55,85,71,72,67
0,1,81,4,3,62,42,79,79,38,71,64,59,78,76,72,76,67,82,62,70,80,76,78,52,81,81,51,70,54,83,82,83,79
1,0,81,4,3,70,60,72,83,65,80,64,64,81,83,68,71,72,78,69,81,76,87,83,75,86,82,76,78,60,80,82,82,80
0,1,81,3,4,80,61,52,81,58,79,80,49,75,81,83,87,83,82,80,62,52,83,61,59,76,77,74,75,52,76,75,80,82
1,0,81,3,5,67,76,45,78,72,88,70,52,69,86,88,87,91,79,86,74,54,76,64,67,58,35,78,81,69,80,40,32,32
1,0,81,5,4,77,68,52,84,75,85,80,65,80,85,80,82,79,76,76,76,53,73,57,82,56,75,77,83,51,75,69,72,71
1,0,81,3,3,73,53,62,85,50,70,76,77,85,80,50,52,49,75,61,90,30,79,77,79,92,71,75,82,63,74,66,72,69
1,0,81,4,3,72,79,56,78,78,79,74,72,72,81,75,73,75,84,80,86,71,84,75,82,73,57,80,79,65,75,60,56,53
0,1,81,2,3,79,44,75,78,54,82,76,58,71,80,81,83,75,80,74,70,79,81,75,54,82,81,73,74,53,76,80,82,79
0,0,81,4,3,53,84,77,69,75,76,68,57,55,79,87,90,91,81,92,81,86,72,74,66,66,20,85,58,79,75,20,20,15
1,0,81,3,3,68,73,66,82,68,78,41,42,75,80,65,72,62,78,68,84,72,92,80,75,78,82,73,77,54,74,79,83,76
1,0,81,4,3,50,50,76,77,66,74,58,58,73,76,70,72,69,79,67,80,90,92,74,68,85,84,67,67,55,77,84,85,83
0,1,81,3,2,39,40,86,69,33,53,28,32,57,59,51,53,48,75,56,39,90,68,85,29,80,79,36,42,41,70,79,85,80
0,0,81,3,4,78,82,73,76,81,78,78,74,68,79,76,76,77,81,77,83,71,78,77,81,63,39,83,78,65,76,29,40,30
0,0,81,3,3,69,80,85,75,75,76,71,43,48,76,81,84,75,81,55,74,84,87,79,59,84,48,86,68,59,69,55,59,33
1,0,81,4,3,82,75,30,78,64,82,83,72,71,81,92,88,95,77,96,71,60,79,50,73,65,45,77,80,69,79,45,53,42
0,1,81,3,2,68,55,85,77,53,62,44,42,71,72,54,69,55,79,49,74,65,74,82,46,69,80,55,69,67,71,83,84,77
1,0,81,3,4,67,63,59,83,60,78,67,77,81,81,73,82,78,81,74,81,68,87,66,79,80,82,70,80,60,79,79,77,76
0,1,81,4,2,35,19,81,64,38,62,26,26,64,66,69,67,64,80,66,56,76,65,77,44,81,83,16,33,37,76,83,84,82
1,0,81,4,3,72,69,62,82,65,80,79,74,83,83,63,64,73,78,74,80,67,87,62,81,82,81,66,80,69,78,75,78,77
1,0,81,4,4,82,70,48,80,74,85,80,85,77,86,81,76,81,74,81,82,63,72,59,81,54,32,73,80,75,78,39,35,35
1,0,81,5,5,79,72,67,76,75,90,85,67,65,85,88,79,91,80,87,66,72,74,39,67,64,59,80,78,68,85,64,63,54
1,0,81,2,2,66,55,75,81,50,62,71,81,79,76,53,56,62,78,63,84,62,90,82,77,88,80,66,73,91,76,78,78,73
0,0,81,4,3,61,80,80,75,81,79,70,56,56,80,75,77,72,78,67,80,75,73,72,78,55,40,80,62,75,72,43,41,41
0,0,81,3,3,42,84,87,76,79,65,40,37,48,78,57,68,63,82,44,84,79,85,86,66,76,34,85,65,77,80,37,32,25
1,0,81,4,5,91,67,41,79,80,87,94,71,75,86,77,77,86,75,84,79,63,62,59,79,74,24,78,84,73,82,29,17,11
0,1,81,2,2,77,52,80,74,61,65,82,79,77,62,65,70,51,74,43,80,65,78,87,74,72,82,58,58,78,76,86,83,83
0,0,81,4,4,66,86,79,76,74,79,78,73,71,82,74,75,77,77,79,82,79,65,76,75,61,52,84,75,85,86,35,58,34
0,0,81,3,4,61,84,84,75,79,78,61,62,46,79,69,70,59,78,58,84,74,73,83,75,52,38,79,71,83,82,22,32,35
1,0,81,2,4,65,64,70,85,73,89,65,55,79,88,72,73,81,81,76,79,77,60,90,68,79,81,69,80,63,90,75,80,70
1,0,81,3,3,84,71,72,89,81,76,78,81,87,83,54,52,64,78,75,77,63,55,61,70,45,50,70,88,78,92,64,59,58
0,1,81,3,2,52,37,81,76,35,62,31,49,70,68,58,61,58,77,61,54,78,63,75,47,86,84,41,56,51,75,81,83,83
1,0,81,4,4,75,65,57,81,77,82,80,75,81,81,67,67,67,81,66,81,49,81,76,81,58,72,75,81,68,68,75,73,64
0,1,81,3,2,36,40,82,68,34,58,33,32,58,64,34,38,58,73,54,39,72,60,82,29,84,80,42,55,43,73,81,83,80
1,0,81,2,4,75,64,55,83,69,80,78,81,82,85,71,66,79,81,87,72,74,79,60,74,72,73,70,84,70,76,74,74,74
0,1,81,4,2,82,64,79,77,64,72,80,47,72,76,74,79,66,82,66,78,82,75,78,69,83,83,73,71,65,82,82,83,78
0,0,81,4,3,69,80,67,79,78,76,74,70,69,78,87,84,80,81,76,82,84,71,64,73,66,38,85,75,81,80,50,33,39
0,0,81,4,4,84,76,59,82,76,81,84,75,80,84,70,71,77,73,80,80,48,70,72,78,57,37,77,83,74,79,32,36,39
1,0,81,3,3,80,65,47,87,61,68,83,85,80,84,65,36,71,78,76,87,59,76,69,78,74,70,77,85,69,73,70,70,65
0,1,81,3,2,56,51,84,70,45,62,48,52,66,65,52,52,60,78,61,57,78,63,78,31,78,81,51,57,56,84,82,83,81
1,0,81,2,3,62,54,72,80,56,68,65,53,76,75,60,62,70,77,57,76,74,83,82,68,84,83,59,68,54,76,80,83,81
1,0,81,2,4,79,71,54,81,80,82,86,72,75,81,81,75,86,82,80,72,82,67,46,73,69,40,77,81,71,80,35,42,43
0,0,81,4,4,72,78,34,80,75,86,90,92,76,86,84,78,94,83,93,80,34,75,42,81,75,26,83,78,73,82,23,29,28
1,0,81,3,3,63,48,72,75,54,68,42,64,76,73,61,56,62,83,62,78,76,85,81,73,84,83,53,69,58,84,82,79,82
0,1,81,3,2,60,33,77,72,64,68,37,28,70,72,70,70,66,78,74,58,83,64,77,46,79,83,54,63,50,78,82,83,78
0,1,81,3,3,83,58,77,80,54,75,78,42,75,79,66,69,66,78,60,76,77,88,80,67,81,79,70,72,43,77,83,84,80
0,1,81,3,4,77,70,72,77,87,78,73,79,75,79,85,79,87,80,82,82,74,89,63,82,79,79,82,76,76,80,76,79,78
0,0,81,4,4,60,86,69,78,77,82,74,78,69,83,76,74,89,79,72,79,75,74,68,78,68,38,83,81,65,74,30,41,34
1,0,81,3,4,73,77,68,84,81,85,79,68,81,86,53,58,67,78,34,76,45,64,77,84,78,69,77,84,67,80,50,59,48
1,0,81,3,3,55,69,46,82,52,73,61,57,79,80,52,34,67,79,70,72,64,89,73,73,85,81,78,79,58,74,80,84,77
0,0,81,3,4,87,66,63,78,68,87,87,78,76,85,78,75,83,80,86,83,69,90,81,84,88,76,77,82,74,87,78,80,75
1,0,81,5,4,73,72,44,79,67,82,56,75,80,82,86,78,89,80,88,67,44,67,48,75,41,31,82,80,74,77,29,13,23
0,0,80,4,5,73,79,69,76,79,82,81,58,67,80,79,85,83,83,80,82,79,79,64,80,69,38,84,77,68,82,30,42,35
1,0,80,3,3,76,63,40,82,53,80,73,67,78,82,78,74,75,79,83,72,58,83,58,66,82,79,73,76,73,80,75,80,76
0,1,80,3,3,69,26,71,74,24,67,41,29,62,70,76,85,64,79,66,41,66,74,79,26,73,81,51,56,26,72,79,82,78
0,1,80,3,2,49,36,80,77,25,66,32,22,71,73,65,70,61,78,61,31,73,68,73,20,73,82,32,62,36,77,80,84,82
1,0,80,5,4,82,73,59,84,78,78,85,75,81,81,65,61,69,75,77,86,63,72,63,84,70,69,79,82,72,83,66,73,68
1,0,80,4,3,81,74,56,84,66,78,69,82,78,80,75,78,74,80,72,77,57,74,68,73,65,68,76,83,73,76,60,65,56
1,0,80,3,3,65,55,50,84,50,84,73,60,80,82,72,68,81,80,82,63,50,80,61,62,65,75,64,81,51,83,73,74,67
0,0,80,3,3,51,86,80,64,75,72,60,40,35,76,78,75,74,76,61,80,81,73,76,69,51,31,86,52,75,72,33,38,24
0,0,80,5,4,67,77,52,72,75,84,76,58,68,84,88,79,87,81,86,82,66,80,71,74,85,54,82,73,63,84,53,54,44
1,0,80,3,3,76,74,42,83,63,81,74,35,78,82,83,82,86,71,90,73,53,71,59,69,57,55,76,79,37,66,58,58,53
0,1,80,4,2,34,29,82,71,30,57,33,26,58,63,63,64,48,76,56,74,77,86,79,22,92,76,39,34,45,79,84,83,77
0,0,80,3,4,50,81,76,71,69,75,69,41,48,79,79,85,78,77,68,80,83,74,86,66,75,22,82,68,82,76,39,14,16
0,0,80,4,3,73,82,77,72,75,79,69,55,65,79,75,78,75,79,72,80,73,75,71,74,69,55,83,68,67,69,51,46,49
0,0,80,3,4,77,77,38,78,56,84,76,73,71,82,83,76,84,76,88,77,50,70,58,74,39,29,78,77,65,74,30,28,27
0,0,80,4,4,74,77,68,78,75,87,79,63,69,86,82,86,84,77,67,78,63,73,72,71,48,36,77,77,57,73,39,37,26
1,0,80,4,3,70,62,66,81,50,78,64,48,78,81,67,77,75,79,68,82,53,96,75,81,69,71,70,77,60,77,74,77,65
1,0,80,3,4,68,61,52,84,66,80,75,68,81,83,54,37,72,78,75,81,51,66,68,75,71,69,76,84,55,82,64,68,69
0,1,80,3,2,49,47,79,63,47,50,60,59,64,63,58,69,51,75,52,63,90,63,92,49,83,78,49,60,59,69,76,81,78
0,1,80,3,2,63,48,76,77,52,69,62,59,73,74,75,75,73,79,69,63,86,75,78,56,74,81,51,66,53,76,82,82,81
1,0,80,4,4,65,67,69,84,69,83,81,67,82,82,63,67,66,78,64,82,59,77,83,73,81,75,74,81,55,84,73,74,67
1,0,80,3,3,58,41,65,85,56,74,63,46,83,79,68,55,76,80,65,48,68,77,62,52,64,82,56,77,52,83,79,79,73
1,0,80,4,3,62,71,40,82,75,79,76,69,81,82,67,61,78,75,90,75,74,74,58,79,52,79,73,77,65,78,76,84,71
0,1,80,3,2,48,41,75,74,55,53,56,50,66,72,61,63,53,76,75,69,77,68,75,43,80,83,39,34,61,78,80,80,85
0,1,80,3,3,86,59,64,78,67,76,82,84,78,78,70,70,72,80,70,78,73,75,73,72,75,80,68,74,83,80,80,78,78
1,0,80,3,4,76,73,65,83,64,78,81,78,80,82,63,60,65,74,73,75,62,79,71,76,66,73,69,83,69,81,75,75,68
0,0,80,4,4,75,74,40,78,70,89,84,77,62,86,89,88,93,75,77,75,70,70,54,68,40,25,78,77,77,77,34,30,22
0,1,80,3,4,82,60,53,82,59,84,78,51,73,86,84,80,86,83,88,62,73,80,57,62,71,78,79,78,53,79,73,79,78
0,1,80,3,2,60,50,81,70,40,66,53,33,69,68,56,63,56,76,60,58,83,68,86,46,73,77,29,56,48,73,80,81,82
0,0,80,4,4,74,79,71,73,82,80,76,58,57,78,84,91,74,78,68,85,66,79,83,79,84,29,79,70,63,75,28,50,25
0,0,80,2,4,72,73,43,80,75,83,74,70,70,81,89,89,87,79,64,78,46,84,53,73,65,50,74,78,69,76,43,53,49
1,0,80,3,3,80,67,44,77,59,80,68,58,75,80,90,87,85,75,88,53,39,84,56,57,56,55,73,75,55,75,61,51,46
1,0,80,3,4,74,70,56,80,61,86,76,76,77,85,79,75,84,72,89,76,75,68,39,76,48,27,73,79,73,77,27,36,25
0,1,80,2,2,45,35,77,80,37,59,49,46,77,72,65,63,57,78,52,45,86,68,78,47,73,82,52,59,41,68,80,82,79
1,0,80,5,4,75,75,78,85,73,78,75,78,80,84,41,53,57,81,60,75,38,91,76,76,52,69,83,85,80,86,68,58,53
0,1,80,3,2,53,48,80,63,49,54,58,63,81,63,63,72,62,73,62,83,86,72,83,71,82,76,61,65,61,70,80,84,81
0,1,80,2,2,46,30,77,73,32,43,72,68,68,65,65,75,64,80,59,44,82,63,78,22,78,78,30,55,52,80,83,83,84
1,0,80,5,3,68,67,71,79,67,81,74,73,83,82,66,60,65,77,67,86,81,83,82,81,87,80,73,78,67,83,75,77,73
0,0,80,3,4,61,83,78,72,72,78,63,45,62,77,84,89,75,78,73,77,73,75,75,69,73,40,83,72,78,79,29,39,25
0,1,80,3,2,52,49,83,78,49,63,42,53,75,74,64,55,53,79,50,78,79,75,80,66,81,84,61,67,50,75,82,82,82
1,0,80,3,3,64,77,75,81,81,73,61,44,76,82,67,64,68,80,66,81,67,87,69,78,78,71,80,79,75,82,65,74,65
0,1,80,2,3,86,28,71,77,57,76,57,52,69,77,76,78,66,82,66,66,82,86,79,41,78,72,72,68,54,78,72,79,77
0,1,80,3,2,51,42,72,73,37,53,72,51,81,70,69,71,67,75,63,81,89,68,79,74,86,81,48,50,39,69,79,81,84
1,0,80,4,4,72,69,74,80,63,77,78,69,80,80,62,59,72,78,69,77,69,69,63,79,69,69,77,82,65,76,69,73,62
0,1,80,3,3,80,59,80,77,55,71,77,75,63,75,67,70,65,79,61,79,85,82,79,69,77,77,62,62,73,74,81,82,76
1,0,80,3,4,84,80,63,83,68,85,86,77,82,83,69,63,68,82,70,77,31,48,64,78,53,35,80,83,75,79,41,47,39
0,0,80,4,3,73,80,75,81,83,74,82,83,82,80,64,64,66,82,77,85,74,70,78,80,81,56,80,82,81,88,57,55,40
0,0,80,5,5,80,68,62,80,75,88,86,80,77,87,78,67,85,75,78,85,35,66,56,83,79,31,77,78,70,84,53,22,20
1,0,80,3,2,68,42,66,79,51,58,63,50,79,80,69,64,72,78,80,76,81,75,70,55,87,85,51,68,60,81,77,81,80
0,0,80,3,3,72,83,78,71,78,73,77,70,68,72,71,68,66,78,54,84,72,71,91,79,80,51,81,72,78,80,33,41,23
0,0,80,4,3,49,85,82,80,82,73,62,59,57,81,38,39,32,85,35,83,49,31,88,81,77,41,85,72,80,81,45,32,19
0,1,80,3,2,65,55,81,74,44,62,59,51,77,73,52,52,62,76,71,65,81,71,78,61,77,83,58,63,68,80,77,84,82
0,1,80,3,3,80,57,62,77,64,80,66,57,66,80,78,76,74,82,79,68,79,76,70,67,87,81,68,73,57,76,81,83,83
1,0,80,3,3,78,82,90,82,55,78,72,68,80,83,44,49,57,82,63,85,79,75,82,86,84,69,84,82,79,83,69,74,63
0,1,80,3,3,81,75,68,81,71,76,81,85,80,80,73,73,74,80,71,85,66,84,72,77,71,76,73,79,64,75,78,76,75
1,0,80,3,4,91,76,36,83,76,83,87,85,86,84,61,59,69,75,71,84,32,60,63,80,55,43,78,82,71,71,50,46,36
1,0,80,3,3,74,55,63,85,66,70,83,82,83,80,63,55,75,76,91,84,72,84,69,77,80,79,65,79,66,76,76,74,70
1,0,80,3,3,80,74,48,82,76,82,82,77,77,82,77,77,82,77,92,75,60,66,37,79,52,34,76,77,68,67,38,26,34
1,0,80,3,2,69,59,78,78,57,71,49,47,74,75,65,65,65,83,64,74,76,78,76,71,78,82,69,75,52,83,86,84,82
0,1,80,4,2,43,39,78,76,54,58,33,30,69,60,63,67,63,78,61,73,75,75,76,62,82,83,49,65,34,81,83,83,81
1,0,80,3,3,69,69,72,79,69,76,67,71,78,80,50,53,36,81,61,77,72,77,78,72,76,83,73,71,54,75,76,79,77
0,1,80,3,4,81,56,70,77,69,74,82,80,76,80,73,76,71,78,72,87,62,81,67,84,75,80,70,66,61,73,72,81,82
0,1,80,2,2,44,41,90,64,35,48,46,37,60,70,33,33,30,76,32,63,41,69,89,26,84,80,32,47,26,81,81,83,77
0,1,80,3,3,74,45,67,80,57,68,70,63,77,76,52,54,69,82,72,54,74,65,68,53,75,79,61,76,61,85,86,83,80
0,1,80,2,2,59,51,76,72,33,63,36,39,67,75,69,70,46,75,38,72,78,65,93,54,77,81,53,50,58,71,75,80,77
0,0,80,3,4,69,78,79,72,74,77,69,56,70,79,68,74,60,79,56,86,74,79,91,76,85,58,81,80,78,83,59,51,55
1,0,80,3,4,78,68,60,75,68,85,67,68,67,82,85,86,85,78,76,79,72,72,59,75,62,31,77,77,62,65,30,32,31
0,1,80,4,3,86,48,73,79,54,74,86,82,78,80,75,74,73,77,74,75,74,88,64,70,70,78,72,80,66,73,75,82,79
0,1,80,3,3,55,40,76,69,36,65,53,45,67,67,68,65,72,76,68,57,83,65,73,53,76,84,50,64,57,76,84,84,80
1,0,80,3,3,62,56,61,83,56,73,70,67,81,76,72,69,73,78,65,68,70,81,75,67,83,82,59,74,68,80,75,76,72
0,0,80,4,4,57,82,67,77,79,76,77,69,62,78,88,85,75,74,66,80,67,74,75,81,67,32,84,75,74,73,26,28,24
1,0,80,3,3,68,62,63,81,53,77,68,41,79,81,71,69,75,82,79,74,79,72,77,69,85,81,75,79,52,78,76,82,79
0,0,80,3,4,75,81,69,78,73,85,78,81,72,79,79,77,71,82,58,94,71,82,91,90,83,48,82,75,78,75,50,41,28
0,1,80,2,2,29,27,82,63,17,51,35,26,59,58,42,47,33,77,51,57,80,63,90,20,86,79,24,23,39,78,79,79,77
0,1,80,3,2,60,50,79,79,51,67,50,62,83,71,66,79,59,78,46,78,54,70,85,57,81,82,55,67,53,78,81,80,78
1,0,80,4,4,78,74,60,82,73,86,78,72,75,84,75,75,76,74,76,68,65,77,62,74,66,70,76,81,72,78,50,64,70
1,0,80,4,4,79,74,67,78,69,84,78,78,77,83,75,72,85,79,78,78,77,84,63,78,75,66,72,78,80,74,50,54,55
0,0,80,4,4,70,82,81,79,82,74,55,47,61,81,60,60,68,82,65,77,78,76,83,70,66,42,84,72,68,74,31,46,31
0,1,80,3,2,65,41,79,66,36,53,44,35,60,66,68,80,64,75,63,54,79,76,78,22,84,81,43,50,51,78,85,79,83
0,0,80,2,3,82,75,48,79,75,82,86,74,82,83,82,75,84,78,70,83,53,72,58,81,63,37,72,83,68,74,34,36,30
0,1,80,2,4,80,60,59,81,55,83,65,50,67,81,84,80,72,81,82,75,59,88,75,73,63,79,82,71,51,79,77,74,75
0,1,80,4,3,85,54,70,79,52,79,77,68,74,80,69,79,71,79,62,80,71,88,66,69,74,76,69,69,76,75,79,81,80
0,1,80,3,2,57,37,89,73,26,62,33,58,73,70,59,65,55,78,36,77,47,69,90,55,80,79,48,62,43,73,75,85,77
1,0,80,5,4,72,71,49,82,68,83,77,74,75,84,68,64,78,81,84,74,60,78,52,76,59,55,75,80,73,82,51,52,36
0,0,80,4,3,70,80,81,74,77,77,73,45,71,76,73,82,72,78,49,80,69,82,78,69,80,52,83,72,90,78,50,36,28
1,0,80,4,4,80,69,59,77,68,84,78,69,68,84,90,84,94,80,95,76,61,71,30,65,41,42,74,75,57,73,31,39,25
1,0,80,3,3,63,53,69,81,56,64,60,45,77,78,71,64,63,78,73,75,71,82,76,70,88,82,60,69,52,81,79,79,77
1,0,80,3,4,58,48,66,81,49,81,59,60,81,82,59,52,62,76,64,73,55,88,85,66,81,76,58,75,59,85,74,80,73
1,0,80,3,3,81,70,44,79,63,79,81,78,75,80,88,87,83,76,79,69,35,77,69,73,60,56,76,79,59,76,55,51,46
0,0,80,3,3,63,84,75,65,72,79,55,48,51,78,71,73,63,84,41,78,69,72,79,71,80,19,84,66,76,76,29,28,29
0,0,80,3,3,65,80,77,67,75,64,58,37,52,66,87,89,66,77,50,84,75,93,90,72,89,26,84,68,71,74,51,34,28
1,0,80,4,2,75,58,59,78,58,75,48,73,75,77,69,68,78,78,77,72,67,89,71,64,81,79,54,73,61,68,80,81,77
0,1,80,4,4,82,51,69,78,47,77,83,52,71,78,78,80,83,80,81,55,71,89,68,53,69,77,72,75,61,82,70,77,81
0,0,79,4,5,71,68,50,73,70,86,77,62,67,82,92,94,93,77,83,74,75,79,60,68,48,26,76,73,65,77,32,25,18
1,0,79,2,4,68,75,56,78,70,84,80,73,76,80,75,77,74,80,68,77,81,84,71,74,80,58,81,74,75,82,59,65,56
0,1,79,2,4,68,44,58,70,43,80,47,45,56,75,86,88,84,75,71,64,62,77,69,46,78,80,65,61,56,73,81,83,86
0,1,79,2,3,35,21,77,75,28,69,28,23,67,69,71,84,65,71,55,37,74,68,83,25,77,78,33,41,41,74,76,85,79
1,0,79,3,3,70,74,75,82,58,81,75,69,74,83,70,68,76,75,57,79,66,74,76,75,73,78,70,80,58,73,65,74,65
1,0,79,3,3,65,34,79,82,48,77,68,50,79,79,71,76,58,75,45,75,73,87,91,55,72,77,65,72,46,83,75,77,67
1,0,79,3,3,74,60,71,84,69,77,70,69,80,80,75,74,68,73,70,76,66,74,66,74,71,70,75,80,67,79,70,74,72
0,0,79,4,4,72,70,50,76,68,84,74,48,60,81,87,84,86,78,77,81,54,76,60,78,62,30,76,73,62,76,65,34,34
1,0,79,4,4,77,75,43,76,76,82,72,75,77,83,78,82,80,73,89,79,55,78,54,76,60,57,80,77,62,82,43,50,44
1,0,79,3,4,69,65,70,81,55,82,65,65,79,82,74,78,70,79,65,65,63,90,66,67,70,75,64,72,57,77,81,79,76
0,1,79,5,3,64,37,76,75,32,65,54,38,66,69,73,75,69,76,65,65,81,77,72,40,85,77,53,59,41,78,75,81,83
0,0,79,4,4,69,68,40,75,70,85,69,58,59,83,93,87,87,77,86,77,78,77,51,58,45,33,73,74,61,69,38,32,47
1,0,79,4,3,66,64,68,79,60,78,58,48,75,79,69,74,68,78,79,84,79,95,87,76,86,80,76,71,82,76,80,78,74
1,0,79,3,3,66,59,42,83,44,72,66,52,84,79,59,62,67,77,63,66,57,73,66,69,69,77,60,80,55,74,78,76,74
1,0,79,4,4,76,75,45,80,68,80,69,73,69,81,82,84,80,78,73,70,50,74,47,73,57,39,75,80,71,78,66,36,37
0,0,79,3,3,50,81,75,72,78,72,53,73,52,75,70,73,72,78,75,84,79,66,79,82,54,22,79,54,75,75,53,16,20
1,0,79,4,4,68,64,45,84,43,77,68,55,77,82,66,63,76,74,81,62,79,85,59,68,57,74,67,76,56,74,69,76,68
0,1,79,3,2,58,42,75,73,35,67,35,29,68,70,74,75,68,79,62,51,76,76,79,36,79,79,36,61,39,79,77,80,81
0,1,79,3,2,68,59,74,75,36,70,37,22,59,75,79,90,63,75,60,53,82,81,75,31,68,78,70,55,26,67,80,80,79
1,0,79,4,4,69,69,38,79,70,83,75,79,73,82,77,84,82,74,77,76,63,83,56,75,76,70,72,76,52,80,67,69,64
0,0,79,4,3,73,78,52,74,76,84,74,68,67,80,93,87,90,78,77,84,47,74,58,77,67,39,75,68,65,74,55,37,34
0,1,79,3,3,77,43,68,73,42,78,65,66,69,79,79,78,70,76,72,69,81,87,68,38,74,76,68,64,52,73,76,78,81
0,0,79,3,3,58,74,75,76,74,75,57,49,68,80,69,83,53,74,45,84,70,81,95,73,83,37,78,71,69,78,35,37,15
1,0,79,3,3,69,67,79,78,59,73,63,53,74,75,66,73,66,76,60,70,70,91,83,70,73,81,71,70,72,75,79,79,78
1,0,79,3,3,89,69,57,85,51,75,91,89,82,82,66,55,75,74,77,74,66,79,56,73,67,63,71,82,80,79,63,64,60
0,0,79,4,4,82,79,42,72,67,85,80,65,74,82,79,74,79,76,69,74,61,64,57,75,41,36,76,72,60,74,30,22,22
0,1,79,3,2,54,50,82,76,48,65,43,35,67,70,76,79,65,74,64,63,66,70,79,55,74,79,52,71,39,69,79,82,77
1,0,79,3,3,69,40,71,78,53,75,62,60,74,77,74,85,67,76,65,82,77,83,83,71,85,79,65,72,40,72,79,80,71
0,0,79,3,4,73,78,75,80,80,81,81,67,62,82,85,84,84,77,82,76,62,74,66,75,58,25,78,76,66,80,38,27,25
0,0,79,4,4,81,69,30,83,69,78,79,82,77,82,76,74,84,69,78,79,54,74,49,73,56,45,75,84,74,78,37,40,34
1,0,79,5,4,72,81,77,76,70,84,74,65,60,80,82,86,78,79,72,82,80,79,77,67,82,35,81,74,73,80,46,44,36
0,0,79,3,4,76,70,45,75,72,83,81,72,67,80,90,89,87,80,79,80,73,82,63,74,74,55,79,75,73,79,45,54,38
0,0,79,4,4,75,80,64,76,76,82,81,69,79,80,91,76,92,70,86,77,87,73,60,85,47,18,75,77,75,82,30,31,18
0,1,79,3,4,77,48,70,75,44,75,64,54,61,77,76,78,72,75,79,68,76,81,59,47,82,79,65,66,46,73,77,79,80
1,0,79,4,4,77,73,69,80,72,76,74,68,82,79,77,74,79,76,69,77,75,79,76,69,68,73,75,78,68,78,65,73,70
